CustomerID,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,AgeGroup,AveMonthSpend,NCarsGroup,NChildrenAtHomeGroup,BikeBuyer
12951,Blake,Simmons,1680 I St.,W. Linn,Oregon,United States,97068,639-555-0126,1963-12-06,Bachelors ,Professional,M,S,0,1,0,0,76957,34.0,25-45,74,1-2,No,1
12952,Jennifer,Hughes,9067 Argonne Drive,Lemon Grove,California,United States,91945,781-555-0160,1968-12-15,Bachelors ,Professional,F,S,0,1,0,0,72588,29.0,25-45,50,1-2,No,1
12953,Catherine,Cooper,174 MacArthur Avenue,Spokane,Washington,United States,99202,450-555-0149,1963-11-12,Graduate Degree,Professional,F,S,1,0,2,3,88006,34.0,25-45,69,No,>=1,0
12955,Theresa,Hernandez,618 Oak Street,Burlingame,California,United States,94010,783-555-0197,1962-09-10,Bachelors ,Professional,F,S,1,1,0,1,72524,35.0,25-45,51,1-2,No,0
12956,Marshall,Sun,1044 San Carlos,Cincinnati,Ohio,United States,45202,776-555-0182,1962-03-11,Bachelors ,Professional,M,S,1,1,0,1,97047,35.0,25-45,74,1-2,No,1
12957,Isabella,Lopez,1259 Ygnacio Valley Road,Spring Valley,California,United States,91977,496-555-0194,1962-08-26,Bachelors ,Professional,F,S,0,1,0,1,91502,35.0,25-45,50,1-2,No,0
12958,Jennifer,Campbell,4589 Mori Court,Spokane,Washington,United States,99202,537-555-0144,1962-07-27,Bachelors ,Professional,F,S,0,1,0,1,86106,35.0,25-45,44,1-2,No,1
12959,Sydney,Carter,873 Winding Lane,Shawnee,British Columbia,Canada,V8Z 4N5,338-555-0183,1962-05-24,Bachelors ,Professional,F,S,1,1,0,1,100854,35.0,25-45,52,1-2,No,0
12961,Kimberly,Murphy,222 Dancing Road,Beaverton,Oregon,United States,97005,668-555-0114,1962-05-15,Partial College,Skilled Manual,F,M,1,1,0,1,71236,35.0,25-45,52,1-2,No,0
12962,Jennifer,Edwards,9242 St George Dr.,Newport Beach,California,United States,92625,226-555-0117,1962-04-22,Partial College,Skilled Manual,F,M,1,1,0,1,74725,35.0,25-45,54,1-2,No,0
12963,Marcus,Anderson,177 11th Ave,Oregon City,Oregon,United States,97045,582-555-0196,1962-10-25,Partial College,Skilled Manual,M,M,1,1,0,1,80426,35.0,25-45,78,1-2,No,0
12964,Xavier,Russell,8858 Via Doble,Sooke,British Columbia,Canada,V0,292-555-0140,1962-05-14,Partial College,Skilled Manual,M,M,1,1,0,1,77996,35.0,25-45,83,1-2,No,0
12965,Cody,Bell,89 Ancona Ct.,National City,California,United States,91950,416-555-0119,1961-09-19,High School,Skilled Manual,M,M,1,3,3,4,76165,36.0,25-45,119,>=3,>=1,1
12966,Dennis,Zhu,5149 Atchinson Stage Ct.,Beverly Hills,California,United States,90210,558-555-0129,1961-03-09,High School,Skilled Manual,M,M,1,3,3,4,64022,36.0,25-45,114,>=3,>=1,1
12967,Fernando,Rodriguez,8240 Clear Court,Lincoln Acres,California,United States,91950,338-555-0117,1961-04-10,High School,Skilled Manual,M,M,1,2,2,4,50628,36.0,25-45,94,1-2,>=1,1
12968,Paige,Butler,6736 Redbird Lane,W. Linn,Oregon,United States,97068,458-555-0135,1961-12-19,Partial College,Skilled Manual,F,M,1,1,0,1,74674,36.0,25-45,52,1-2,No,0
12969,Richard,Rodriguez,9639 M St.,Vancouver,British Columbia,Canada,V7L 4J4,274-555-0181,1960-06-02,High School,Skilled Manual,M,M,0,2,2,4,44055,37.0,25-45,97,1-2,>=1,0
12970,Angela,Powell,5613 Gary Drive,Vancouver,British Columbia,Canada,V7L 4J4,384-555-0196,1960-07-17,High School,Skilled Manual,F,S,1,2,2,4,28792,37.0,25-45,48,1-2,>=1,0
12971,Carl,Nara,4945 Pennsylvania Blvd.,Colma,California,United States,94014,250-555-0172,1960-03-02,Bachelors ,Professional,M,M,0,1,0,0,79512,37.0,25-45,82,1-2,No,1
12972,Carolyn,Suri,6831 Boxwood Drive,Cliffside,British Columbia,Canada,V8Y 1L1,255-555-0127,1967-06-22,Partial College,Skilled Manual,F,S,0,1,0,0,80467,30.0,25-45,48,1-2,No,0
12973,Adrian,Howard,9623 Dennis Circle,Redmond,Washington,United States,98052,341-555-0183,1967-03-12,Partial College,Skilled Manual,M,S,1,1,0,0,78351,30.0,25-45,75,1-2,No,1
12974,Marc,Gill,9800 St. George Dr,Chula Vista,California,United States,91910,177-555-0114,1967-02-28,Graduate Degree,Professional,M,S,1,1,0,0,120838,30.0,25-45,80,1-2,No,0
12975,Marcus,Wilson,6891 Ham Drive,Coronado,California,United States,92118,914-555-0180,1967-04-18,Graduate Degree,Professional,M,S,0,1,0,0,116554,30.0,25-45,80,1-2,No,1
12977,Destiny,Johnson,4557 Redwood Road,Los Angeles,California,United States,90012,307-555-0124,1967-02-23,Graduate Degree,Professional,F,S,0,1,0,0,107431,30.0,25-45,55,1-2,No,0
12978,Danielle,James,5673 Arlington Circle,Burbank,California,United States,91502,485-555-0144,1928-11-15,High School,Skilled Manual,F,M,0,2,0,3,13689,69.0,>55,34,1-2,No,0
12979,Christina,Ward,8850 Thunderbird Drive,Spokane,Washington,United States,99202,473-555-0199,1960-08-19,Partial College,Skilled Manual,F,M,1,1,0,1,74360,37.0,25-45,52,1-2,No,1
12980,Max,Moyer,22 Geary,Burien,Washington,United States,98168,370-555-0126,1959-08-14,Graduate Degree,Professional,M,M,1,0,0,2,144493,38.0,25-45,86,No,No,0
12981,Joe,Sanz,6696 Park Highlands Blvd.,Burlingame,California,United States,94010,729-555-0156,1959-04-16,Graduate Degree,Professional,M,S,1,0,0,3,126181,38.0,25-45,81,No,No,1
12983,Gabriella,Carter,6854 Muir Road,Imperial Beach,California,United States,91932,962-555-0178,1958-12-21,Bachelors ,Professional,F,M,1,1,0,1,83216,39.0,25-45,56,1-2,No,0
12984,Adam,Young,2534 Coggins Drive,Royal Oak,British Columbia,Canada,V8X,156-555-0183,1958-02-06,Bachelors ,Professional,M,M,1,1,0,1,103846,39.0,25-45,86,1-2,No,0
12986,Rachel,Garcia,8403 Esperanza,Port Hammond,British Columbia,Canada,V6B 3P7,429-555-0199,1958-09-07,Graduate Degree,Professional,F,M,1,0,0,5,117350,39.0,25-45,60,No,No,0
12987,Felicia,Moreno,7613 Orwood Dr,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0184,1969-05-12,Graduate Degree,Management,F,M,0,0,0,1,118080,28.0,25-45,61,No,No,0
12988,Barbara,Goel,8885 Riber Ash Court,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0137,1969-01-26,Graduate Degree,Management,F,S,1,0,0,1,105929,28.0,25-45,48,No,No,1
12989,Carly,Goel,4348 Via Romero,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0118,1969-11-13,Graduate Degree,Management,F,M,1,0,0,1,110801,28.0,25-45,57,No,No,0
12990,Leslie,Hernandez,7971 Calle Verde Drive,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0128,1969-10-15,Graduate Degree,Management,F,S,1,0,0,1,108959,28.0,25-45,50,No,No,0
12991,Jésus,Serrano,7468 Lindley Ct.,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0170,1968-03-12,Bachelors ,Professional,M,M,1,1,2,2,114121,29.0,25-45,114,1-2,>=1,1
12992,Ernest,Zeng,4620 Kane Circle,Perth,South Australia,Australia,6006,1 (11) 500 555-0128,1968-10-21,Bachelors ,Professional,M,M,1,1,2,2,101376,29.0,25-45,110,1-2,>=1,0
12993,Xavier,Henderson,8604 Dolores Way,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0125,1968-12-26,Bachelors ,Professional,M,M,1,1,2,2,92227,29.0,25-45,107,1-2,>=1,0
12997,Nina,Xie,5666 Hazelnut Lane,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0115,1968-05-11,Bachelors ,Professional,F,M,1,1,2,2,84626,29.0,25-45,66,1-2,>=1,0
12998,Mayra,Mehta,2098 Crown Ct,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0111,1968-01-11,Bachelors ,Professional,F,S,0,1,2,2,87729,29.0,25-45,65,1-2,>=1,0
12999,Nichole,Shen,4512 M St.,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0179,1967-06-20,Bachelors ,Professional,F,S,1,3,5,5,73322,30.0,25-45,81,>=3,>=1,1
13001,Clarence,Zhang,3093 Roland Drive,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0167,1969-09-06,Graduate Degree,Management,M,S,1,1,0,1,186552,28.0,25-45,88,1-2,No,0
13002,Roger,Cai,8311 Roland Drive,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0194,1967-08-22,Graduate Degree,Management,M,M,0,2,5,5,145742,30.0,25-45,165,1-2,>=1,1
13003,Jill,Hernandez,6465 S. 97th Street,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0197,1967-01-20,Graduate Degree,Management,F,M,1,2,5,5,119205,30.0,25-45,99,1-2,>=1,1
13004,Randy,Chen,8391 Olivera,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0161,1967-05-04,Graduate Degree,Management,M,M,0,2,5,5,148489,30.0,25-45,172,1-2,>=1,1
13005,Desiree,Alvarez,3818 Landana Drive,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0147,1966-08-15,Graduate Degree,Management,F,M,0,3,5,5,114540,31.0,25-45,106,>=3,>=1,1
13006,Whitney,Rana,2230 May Way,Geelong,Victoria,Australia,3220,1 (11) 500 555-0156,1966-04-21,Bachelors ,Professional,F,S,0,0,0,0,114117,31.0,25-45,54,No,No,0
13007,Brooke,Ward,8250 Levee Rd,Townsville,Queensland,Australia,4810,1 (11) 500 555-0180,1965-10-05,Bachelors ,Professional,F,S,0,1,2,2,88206,32.0,25-45,69,1-2,>=1,0
13008,Alberto,Muñoz,1962 Race Road,Geelong,Victoria,Australia,3220,1 (11) 500 555-0148,1965-07-09,Bachelors ,Professional,M,M,1,1,3,3,98544,32.0,25-45,125,1-2,>=1,1
13009,Mindy,She,448 Roanoke Dr.,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0174,1965-03-11,Bachelors ,Professional,F,M,1,1,3,3,88563,32.0,25-45,82,1-2,>=1,1
13010,Erica,Ye,48 Lacanda Ct.,Townsville,Queensland,Australia,4810,1 (11) 500 555-0175,1965-08-16,Bachelors ,Professional,F,M,1,2,3,3,79937,32.0,25-45,81,1-2,>=1,1
13011,Anne,Ortega,9327 Greenbrook Dr.,Geelong,Victoria,Australia,3220,1 (11) 500 555-0122,1965-05-04,Bachelors ,Professional,F,S,0,1,0,0,94790,32.0,25-45,48,1-2,No,0
13012,Krystal,Hu,6534 Leslie Avenue,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0165,1965-09-24,Bachelors ,Professional,F,S,0,1,0,0,80424,32.0,25-45,46,1-2,No,1
13013,Vincent,Ye,7509 San Cristobal,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0146,1964-11-08,Bachelors ,Professional,M,M,0,1,4,4,108713,33.0,25-45,137,1-2,>=1,1
13014,James,Clark,5124 Palmer Rd.,Edmonds,Washington,United States,98020,336-555-0177,1968-07-13,Bachelors ,Management,M,M,1,2,0,2,121964,29.0,25-45,89,1-2,No,0
13015,Rebecca,Parker,8138 Brook Way,Lake Oswego,Oregon,United States,97034,936-555-0190,1968-07-11,Bachelors ,Management,F,S,0,3,0,2,110255,29.0,25-45,59,>=3,No,1
13016,Antonio,Bryant,7482 Melody,Walla Walla,Washington,United States,99362,110-555-0188,1968-07-04,Graduate Degree,Management,M,M,1,2,1,1,174141,29.0,25-45,104,1-2,>=1,1
13017,Xavier,Alexander,9072 U St.,Concord,California,United States,94519,806-555-0199,1979-02-16,Partial College,Skilled Manual,M,M,1,1,0,0,49416,18.0,<25,62,1-2,No,0
13018,Brendan,Xie,7700 The Alameda,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0134,1944-10-11,High School,Skilled Manual,M,M,1,4,0,5,41626,53.0,45-55,65,>=3,No,0
13019,Destiny,Murphy,2012 Reisling Court,San Carlos,California,United States,94070,875-555-0171,1979-03-01,Partial College,Skilled Manual,F,S,1,1,0,0,65957,18.0,<25,41,1-2,No,0
13020,Madalena,Sanchez,6537 N Ranchford Court,Lavender Bay,New South Wales,Australia,2060,749-555-0100,1945-05-10,Partial High School,Clerical,M,M,1,2,1,2,26788,52.0,45-55,76,1-2,>=1,0
13021,Kendra,Diaz,3712 Kirker Pass Road,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0188,1946-07-09,Partial College,Clerical,F,S,1,2,0,2,44271,51.0,45-55,34,1-2,No,0
13023,Dominique,Raman,6787 Terra Calitina,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0152,1947-02-27,High School,Skilled Manual,F,S,1,2,0,4,21479,50.0,45-55,37,1-2,No,0
13024,Marc,Moreno,6556 Gilly Lane,Seaford,Victoria,Australia,3198,1 (11) 500 555-0122,1947-03-09,Partial College,Clerical,M,M,0,2,0,2,51276,50.0,45-55,67,1-2,No,0
13025,Reginald,Serrano,2310 Donegal Way,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0118,1947-11-19,Partial College,Clerical,M,M,0,2,0,2,49705,50.0,45-55,74,1-2,No,0
13026,Colleen,Zheng,9474 Rose Street,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0174,1948-04-15,Partial High School,Clerical,F,S,1,2,1,2,18561,49.0,45-55,42,1-2,>=1,0
13027,Jeremy,Patterson,9412 Alhambra Avenue,Port Hammond,British Columbia,Canada,V6B 3P7,924-555-0142,1977-12-11,Partial High School,Clerical,M,S,1,2,0,0,68335,20.0,<25,65,1-2,No,0
13028,Dalton,Thompson,5489 Patterson Blvd.,Lynnwood,Washington,United States,98036,644-555-0185,1977-09-17,Partial College,Skilled Manual,M,S,1,1,0,0,64465,20.0,<25,71,1-2,No,1
13029,Jennifer,Foster,4581 Coggins Drive,Port Orchard,Washington,United States,98366,234-555-0149,1977-09-05,Partial College,Skilled Manual,F,S,0,1,0,0,39327,20.0,<25,39,1-2,No,0
13031,Hunter,Shan,6671 Santa Barbara,Lemon Grove,California,United States,91945,653-555-0115,1977-02-16,Partial College,Skilled Manual,M,S,0,2,0,0,76181,20.0,<25,73,1-2,No,0
13032,Kevin,Baker,8614 Lagoon Court,National City,California,United States,91950,489-555-0119,1977-04-09,Partial College,Skilled Manual,M,M,1,2,0,0,84086,20.0,<25,83,1-2,No,0
13033,Xavier,Gonzalez,8475 Riverwood Circle,Oakland,California,United States,94611,544-555-0195,1976-11-20,Partial College,Skilled Manual,M,S,0,2,0,0,91113,21.0,<25,71,1-2,No,0
13034,Kelsey,Yuan,3029 Delta View Ln.,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0116,1949-02-27,Partial High School,Clerical,F,S,1,2,1,2,18390,48.0,45-55,44,1-2,>=1,0
13035,Kristy,Torres,8957 Royal Ann Lane,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0130,1950-11-03,Partial College,Clerical,F,M,0,2,0,3,44608,47.0,45-55,51,1-2,No,0
13036,Virginia,Subram,393 Yellowood Lane,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0115,1950-02-03,Partial College,Clerical,F,S,1,2,0,3,41804,47.0,45-55,41,1-2,No,0
13037,Terrence,Pal,9696 Brentwood Circle,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0156,1950-04-26,High School,Skilled Manual,M,M,0,2,0,3,57244,47.0,45-55,70,1-2,No,0
13038,Wilson,Pais,5901 Larch Ct.,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0112,1950-02-01,Bachelors ,Management,M,M,0,2,0,2,68952,47.0,45-55,75,1-2,No,0
13039,Trisha,Ma,1660 Stonyhill Circle,Coronado,California,United States,92118,845-555-0181,1980-08-20,Partial College,Skilled Manual,F,S,0,2,0,0,22200,17.0,<25,44,1-2,No,0
13040,Roy,Gonzalez,3627 Creekside Drive,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0129,1951-09-20,High School,Skilled Manual,M,M,1,2,0,3,50919,46.0,45-55,66,1-2,No,0
13041,Cameron,Brown,7900 Pacheco St.,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0131,1951-11-05,High School,Skilled Manual,M,M,0,2,0,3,41158,46.0,45-55,71,1-2,No,0
13042,Alison,Pal,1178 Sandy Blvd.,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0149,1951-09-21,High School,Skilled Manual,F,M,1,2,0,3,35713,46.0,45-55,46,1-2,No,0
13043,Brenda,Madan,8354 Hamiliton Avenue,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0180,1952-04-25,High School,Skilled Manual,F,M,0,2,0,3,54173,45.0,45-55,49,1-2,No,0
13044,Katrina,Jai,5332 Bonifacio St,Geelong,Victoria,Australia,3220,1 (11) 500 555-0147,1952-01-23,High School,Skilled Manual,F,M,0,2,0,3,32958,45.0,45-55,46,1-2,No,0
13045,Anne,Gomez,845 Lay Brooke Way,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0161,1952-11-13,High School,Skilled Manual,F,M,1,2,0,3,50848,45.0,45-55,48,1-2,No,0
13046,Jonathan,Rodriguez,734 Clayton Rd.,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0113,1952-10-05,High School,Skilled Manual,M,M,1,2,0,3,59577,45.0,45-55,74,1-2,No,0
13048,Alexis,Hayes,6111 Newcastle Road,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0125,1952-06-26,Partial College,Skilled Manual,F,M,1,2,0,2,52979,45.0,45-55,46,1-2,No,0
13049,Autumn,Wang,7256 St. Paul Circle,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0134,1953-07-06,Partial College,Skilled Manual,F,M,0,2,0,3,35089,44.0,25-45,45,1-2,No,0
13050,Dennis,Zeng,3184 Roskelley Dr.,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0135,1953-12-19,Partial College,Skilled Manual,M,M,0,2,0,3,65946,44.0,25-45,74,1-2,No,0
13051,Ethan,Jones,671 Deerwood Court,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0142,1954-11-27,Partial College,Skilled Manual,M,S,0,2,0,2,121433,43.0,25-45,77,1-2,No,1
13052,Jared,Morris,9593 Delaware Dr.,Beaverton,Oregon,United States,97005,849-555-0125,1975-11-11,Partial College,Skilled Manual,M,S,0,2,0,0,51065,22.0,<25,61,1-2,No,0
13053,Vincent,Lu,923 Woodbury Place,Bellingham,Washington,United States,98225,971-555-0119,1975-05-16,Partial College,Skilled Manual,M,S,0,2,0,0,67836,22.0,<25,68,1-2,No,0
13054,Bryce,Ward,5898 Heritage Oaks,Burien,Washington,United States,98168,732-555-0112,1975-09-17,Partial College,Skilled Manual,M,M,1,2,0,0,61371,22.0,<25,77,1-2,No,0
13056,Morgan,Blue,59 Sharon Place,Woodburn,Oregon,United States,97071,190-555-0127,1975-09-23,High School,Skilled Manual,F,S,1,2,0,0,50269,22.0,<25,45,1-2,No,0
13058,Ramon,Huang,623 Chestnut Ave,Chula Vista,California,United States,91910,144-555-0194,1975-08-16,High School,Skilled Manual,M,M,1,2,0,0,48893,22.0,<25,67,1-2,No,0
13059,Keith,Deng,4551 Thistle Circle,Colma,California,United States,94014,439-555-0122,1975-02-15,High School,Skilled Manual,M,M,1,2,0,0,46737,22.0,<25,73,1-2,No,0
13060,Eugene,Zhu,1292 Marsh Elder,Concord,California,United States,94519,246-555-0155,1975-06-09,High School,Skilled Manual,M,M,1,2,0,0,53132,22.0,<25,74,1-2,No,0
13061,Ethan,Anderson,1092 Pinole Valley Rd.,Oakland,California,United States,94611,947-555-0130,1974-06-01,High School,Skilled Manual,M,S,0,2,0,0,44354,23.0,<25,62,1-2,No,0
13062,Eduardo,Williams,1542 Orangewood Dr,Olympia,Washington,United States,98501,694-555-0193,1974-07-09,High School,Skilled Manual,M,S,1,2,0,0,53794,23.0,<25,72,1-2,No,0
13063,Jessica,Johnson,8060 Roslyn Drive,Olympia,Washington,United States,98501,156-555-0112,1974-03-14,High School,Skilled Manual,F,S,1,2,0,0,33843,23.0,<25,43,1-2,No,0
13064,Dalton,Parker,3561 East Avenue,Bremerton,Washington,United States,98312,535-555-0190,1974-03-17,High School,Skilled Manual,M,S,0,2,0,0,57951,23.0,<25,66,1-2,No,1
13066,Carson,Perry,6545 N Ridgewood Dr.,Lake Oswego,Oregon,United States,97034,284-555-0145,1974-09-25,High School,Skilled Manual,M,S,0,2,0,0,64061,23.0,<25,68,1-2,No,0
13067,Olivia,Garcia,4605 Springvale Court,Burien,Washington,United States,98168,819-555-0179,1974-11-25,High School,Skilled Manual,F,S,1,2,0,0,49787,23.0,<25,45,1-2,No,0
13068,Alexandria,Morris,7320 Blocking Circle,Bellflower,California,United States,90706,862-555-0112,1974-02-18,High School,Skilled Manual,F,S,0,2,0,0,51501,23.0,<25,42,1-2,No,0
13069,Adam,Green,9808 Virginia Circle,Bellingham,Washington,United States,98225,464-555-0196,1974-08-19,High School,Skilled Manual,M,M,1,2,0,0,51172,23.0,<25,70,1-2,No,0
13070,Emma,Clark,3709 Leonard Ct.,Lake Oswego,Oregon,United States,97034,155-555-0135,1973-10-18,Partial College,Skilled Manual,F,S,1,2,0,0,71088,24.0,<25,49,1-2,No,0
13071,Thomas,Walker,2637 Broadway St.,Victoria,British Columbia,Canada,V8V,173-555-0112,1973-05-11,Partial College,Skilled Manual,M,M,1,2,0,0,83359,24.0,<25,76,1-2,No,0
13072,Emma,Rogers,6277 Greenview Court,Lebanon,Oregon,United States,97355,580-555-0168,1973-11-02,Partial College,Professional,F,S,1,2,0,0,80133,24.0,<25,50,1-2,No,0
13073,Sydney,Lopez,3782 Fox Way,Santa Cruz,California,United States,95062,920-555-0185,1976-01-12,Partial College,Professional,F,M,1,2,0,0,70930,21.0,<25,50,1-2,No,0
13074,Grace,Hughes,6835 Lynwood Drive,Spring Valley,California,United States,91977,867-555-0182,1976-09-12,Partial College,Professional,F,M,1,2,0,0,76234,21.0,<25,54,1-2,No,0
13075,Kelvin,Lin,8394 Lincoln Drive,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0197,1955-04-11,High School,Skilled Manual,M,M,0,2,0,2,120236,42.0,25-45,79,1-2,No,0
13077,Alejandro,Goel,9383 Ashmount Way,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0117,1956-05-24,High School,Skilled Manual,M,S,0,2,0,2,79583,41.0,25-45,72,1-2,No,1
13078,Michele,Chande,4041 Jam Way,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0188,1956-01-22,High School,Skilled Manual,F,S,1,2,0,2,70357,41.0,25-45,45,1-2,No,1
13079,Edwin,Bhat,4779 Scenic Dr.,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0137,1957-02-26,High School,Professional,M,S,0,2,0,2,126267,40.0,25-45,77,1-2,No,1
13080,Denise,Mehta,2242 Panoramic Ave,Perth,South Australia,Australia,6006,1 (11) 500 555-0164,1957-05-18,High School,Professional,F,S,0,2,0,2,100725,40.0,25-45,51,1-2,No,0
13081,Krista,Ruiz,8908 The Trees Drive,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0127,1957-03-24,High School,Professional,F,S,0,2,0,2,104952,40.0,25-45,52,1-2,No,0
13082,Juan,Peterson,7011 Oak Dr.,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0174,1958-02-24,Graduate Degree,Management,M,S,1,0,1,1,174775,39.0,25-45,100,No,>=1,1
13083,Jordyn,Butler,3838 Sanford St,Walla Walla,Washington,United States,99362,685-555-0165,1973-02-26,Partial College,Professional,F,S,1,2,0,0,58960,24.0,<25,48,1-2,No,1
13084,Luis,Hughes,1160 Via Del Sol,Oak Bay,British Columbia,Canada,V8P,136-555-0168,1974-10-14,High School,Professional,M,S,0,2,0,0,67919,23.0,<25,61,1-2,No,1
13085,Daniel,Harris,9605 Mcelroy Court,Bremerton,Washington,United States,98312,101-555-0119,1974-03-19,Partial High School,Skilled Manual,M,S,1,2,0,0,57638,23.0,<25,67,1-2,No,1
13086,Blake,Nelson,5414 Camel Place,Lynnwood,Washington,United States,98036,629-555-0193,1974-05-20,Partial College,Professional,M,S,1,2,0,0,90859,23.0,<25,74,1-2,No,1
13087,Jeremy,Collins,6296 Elmonte Drive,Oregon City,Oregon,United States,97045,779-555-0186,1974-11-08,Partial College,Professional,M,S,1,2,0,0,107843,23.0,<25,70,1-2,No,0
13088,Megan,Powell,3238 Laguna Circle,Sedro Woolley,Washington,United States,98284,807-555-0130,1974-02-23,Partial College,Professional,F,S,0,2,0,0,83780,23.0,<25,48,1-2,No,1
13090,Wayne,Tang,8356 Royal Palm Lane,Townsville,Queensland,Australia,4810,1 (11) 500 555-0178,1959-06-01,Graduate Degree,Management,M,S,0,3,1,1,187169,38.0,25-45,97,>=3,>=1,1
13091,Deanna,Martin,8162 Milden Road,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0170,1959-08-11,Graduate Degree,Management,F,S,0,3,1,1,154916,38.0,25-45,62,>=3,>=1,1
13092,William,Walker,3332 Green Valley Road,Palo Alto,California,United States,94303,894-555-0145,1966-11-04,Graduate Degree,Management,M,M,1,4,1,1,173429,31.0,25-45,100,>=3,>=1,1
13093,Michelle,James,9772 Mountain View Drive,Olympia,Washington,United States,98501,471-555-0167,1957-10-15,Partial High School,Skilled Manual,F,S,0,2,0,2,91971,40.0,25-45,49,1-2,No,0
13094,Antonio,Diaz,6373 Berrellesa St.,Woodland Hills,California,United States,91364,469-555-0172,1957-03-23,High School,Professional,M,M,0,2,0,2,101000,40.0,25-45,83,1-2,No,0
13095,Jordan,Griffin,2785 Snow Drive,Shawnee,British Columbia,Canada,V9B 2C3,160-555-0138,1957-07-24,High School,Professional,M,S,1,2,0,2,91604,40.0,25-45,75,1-2,No,0
13096,Jonathan,Chen,7289 Las Quebrados Ln,Haney,British Columbia,Canada,V2W 1W2,513-555-0125,1957-10-20,High School,Professional,M,M,0,2,0,2,100571,40.0,25-45,88,1-2,No,0
13097,Dalton,Hughes,6457 Appalachian Dr.,Colma,California,United States,94014,219-555-0166,1957-05-14,High School,Professional,M,M,0,2,0,2,93670,40.0,25-45,81,1-2,No,0
13098,Miguel,Russell,1288 Vista Del Rio,Everett,Washington,United States,98201,196-555-0169,1957-10-07,High School,Professional,M,M,0,2,0,2,99574,40.0,25-45,81,1-2,No,0
13099,Jay,Romero,5740 Elderwood Dr,Campbellsville,Kentucky,United States,42718,977-555-0126,1957-08-04,Partial College,Professional,M,M,0,0,2,3,88048,40.0,25-45,115,No,>=1,0
13100,Jeremy,Perez,3595 Santa Fe,Novato,California,United States,94947,149-555-0119,1957-07-16,Bachelors ,Management,M,M,0,0,1,2,127800,40.0,25-45,102,No,>=1,0
13103,Brendan,Raji,4355 Via Vista,Geelong,Victoria,Australia,3220,1 (11) 500 555-0147,1963-08-02,Bachelors ,Professional,M,S,0,1,0,0,95471,34.0,25-45,70,1-2,No,1
13104,Gregory,Becker,5617 Landing Dr,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0173,1963-04-12,Bachelors ,Professional,M,S,0,1,0,0,96830,34.0,25-45,76,1-2,No,1
13105,Whitney,Kovár,2208 Mauna Kea Court,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0164,1962-07-02,Bachelors ,Professional,F,M,1,1,0,1,76709,35.0,25-45,54,1-2,No,0
